! I stole/borrowed this list from Greg Thompson below at the UCAR RAP site. Thus all credit for making this very long
! list goes to him. I just deleted some headers and rearranged some stuff to improve searchability.
!
! Edited for use in ClimoBuilder by: Warren Pettee
!
! Original Content:
!
! Author: Greg Thompson  NCAR/RAP
!         please mail corrections to gthompsn (at) ucar (dot) edu
! Date: 20 Feb 2015
! This file is continuously maintained at:
! http://www.rap.ucar.edu/weather/surface/stations.txt
!
! This file is organized by state alphabetically, then by Canadian
! province and then all other stations.  The file was compiled from lists
! of the following:
!      METAR sites
!      NEXRADs
!      rawinsonde sites
!      wind profilers
!      WFOs, RFCs, NCEP-Centers
!      AIRMET/SIGMET station list (VORs?)
!      ARTCCs (Air Route Traffic Control Centers - FAA)
!      old SAO sites for archive data access  (flagged in a special manner)
!
!   Country abbreviations from ISO 3166
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html
!
!   CD = 2 letter state (province) abbreviation
!   STATION = 16 character station long name
!   ICAO = 4-character international id
!   IATA = 3-character (FAA) id
!   SYNOP = 5-digit international synoptic number
!   LAT = Latitude (degrees minutes)
!   LON = Longitude (degree minutes)
!   ELEV = Station elevation (meters)
!   M = METAR reporting station.   Also Z=obsolete? site
!   N = NEXRAD (WSR-88D) Radar site
!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site
!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)
!   C = Office type F=WFO/R=RFC/C=NCEP Center
!   Digit that follows is a priority for plotting (0=highest)
!   Country code (2-char) is last column
!
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
!
CD,STATION,ICAO,IATA,SYNOP,LAT,LONG,ELEV,M,N,V,U,A,C,,
ID,REXBURG,KRXE,RXE,,4350N,11148W,1480,X,,,,A,,7,US
ID,SALMON/VOR,KLKT,LKT,,4501N,11405W,2822,,,V,,,,8,US
ID,SALMON/LEMHI,KSMN,SMN,72686,4507N,11352W,1233,X,,T,,,,6,US
ID,SODASPRINGS,KU78,U78,,4238N,11134W,1780,X,,,,,,7,US
ID,SPENCER,KS14,S14,,4421N,11210W,1800,X,,,,,,7,US
ID,SPRINGFIELD/PIH,KSFX,SFX,,4306N,11241W,1364,,X,,,,,8,US
ID,STANLEY,KSNT,SNT,,4410N,11456W,1980,X,,,,A,,7,US
ID,TWINFALLS,KTWF,TWF,,4229N,11429W,1266,X,,U,,A,,6,US
ID,WALL/SANDPOINT,KSZT,SZT,,4818N,11634W,648,X,,,,W,,7,US
ID,CALDWELL(AWOS),KU35,U35,,4337N,11637W,740,Z,,,,,,8,US
ID,CHALLIS,KU15,U15,,4431N,11413W,1536,Z,,,,,,8,US
ID,GOODING,KGNG,GNG,72586,4255N,11446W,1126,Z,,,,,,8,US
ID,JEROME,KU73,U73,,4244N,11427W,1222,Z,,,,,,8,US
ID,MULLAN(AWRS),KS06,S06,,4728N,11547W,1011,Z,,,,,,8,US
ID,REXBURG,KU11,U11,,4350N,11148W,1480,Z,,,,,,8,US
ID,SALMON(AWRS),K27U,27U,,4510N,11354W,1210,Z,,,,,,8,US
ID,SAYLORCREEK,KMI1,MI1,,4230N,11530W,1000,Z,,,,,,8,US
ID,GRANGEVILLE,KS80,S80,,4557N,11607W,1011,Z,,,,,,7,US
IL,ALTON/STLOUISR,KALN,ALN,,3853N,09002W,166,X,,,,,,7,US
IL,BLOOMINGTON/NORM,KBMI,BMI,,4028N,08855W,267,X,,T,,,,7,US
IL,BRADFORD/VOR,KBDF,BDF,,4109N,08935W,247,,,V,,,,8,US
IL,CAHOKIA/STLOUIS,KCPS,CPS,,3834N,09009W,126,X,,T,,A,,7,US
IL,CAIRO,KCIR,CIR,,3704N,08913W,98,X,,,,W,,8,US
IL,CARBONDALE/MURPH,KMDH,MDH,,3747N,08915W,130,X,,,,A,,7,US
IL,CARMIMUNI,KCUL,,,3805N,08807W,118,X,,,,W,,7,US
IL,CENTRALIA,KENL,ENL,,3831N,08906W,163,X,,,,W,,7,US
IL,CHAMPAIGN/URBANA,KCMI,CMI,,4002N,08816W,228,X,,T,,A,,6,US
IL,CHICAGO,KMDW,MDW,72534,4147N,08745W,188,X,,T,,A,,1,US
IL,CHICAGOO'HARE,KORD,ORD,72530,4159N,08756W,200,X,,U,,A,,0,US
IL,CHICAGO/AURORA,KARR,ARR,74465,4146N,08829W,215,X,,,,A,,7,US
IL,CHICAGO/DUPAGE,KDPA,DPA,,4155N,08815W,231,X,,T,,A,,6,US
IL,CHICAGO/MEIGS,KCGX,CGX,,4152N,08735W,181,X,,,,,,7,US
IL,CHICAGO/LANSING,KIGQ,IGQ,,4132N,08732W,188,X,,,,W,,7,US
IL,CHICAGO/ARTCC,KZAU,ZAU,,4147N,08820W,213,,,A,,,,8,US
IL,DANVILLE,KDNV,DNV,,4012N,08736W,212,X,,,,W,,7,US
IL,DECATUR,KDEC,DEC,,3950N,08851W,207,X,,U,,A,,4,US
IL,DECATUR,KAXC,AXC,,3950N,08851W,207,,,U,,,,8,US
IL,DEKALB,KDKB,DKB,,4156N,08842W,279,X,,,,W,,7,US
IL,DIXON,KC73,C73,,4150N,08927W,240,X,,,,W,,7,US
IL,EFFINGHAM,K1H2,1H2,,3904N,08832W,179,X,,,,W,,7,US
IL,FAIRFIELD,KFWC,FWC,,3823N,08825W,133,X,,,,W,,7,US
IL,FREEPORT,KFEP,FEP,,4215N,08935W,262,X,,,,W,,7,US
IL,FLORA,KFOA,FOA,,3840N,08827W,144,X,,,,W,,7,US
IL,GALESBURG,KGBG,GBG,,4056N,09026W,233,X,,,,W,,7,US
IL,GREENVILLE,KGRE,GRE,,3850N,08923W,165,X,,,,W,,8,US
IL,HARRISBURG,KHSB,HSB,,3749N,08833W,121,X,,,,W,,7,US
IL,JACKSONVILLE,KIJX,IJX,,3946N,09015W,190,X,,,,W,,7,US
IL,JOLIET,KJOT,JOT,,4131N,08811W,177,X,,V,,W,,6,US
IL,KANKAKEE,KIKK,IKK,,4104N,08751W,192,X,,,,W,,7,US
IL,LACON,KC75,C75,,4101N,08923W,173,X,,,,W,,7,US
IL,LAWRENCEVILLE,KLWV,LWV,,3846N,08736W,131,X,,,,A,,7,US
IL,LINCOLN,KILX,ILX,74560,4009N,08920W,177,,X,,X,,F,8,US
IL,LINCOLN,KAAA,AAA,,4010N,08920W,182,X,,,,W,,7,US
IL,LITCHFIELDMUNI,K3LF,3LF,,3910N,08940W,210,X,,,,W,,8,US
IL,MACOMBMUNI,KMQB,MQB,,4031N,09039W,215,X,,,,W,,7,US
IL,MARIONREGIONAL,KMWA,MWA,,3746N,08901W,144,X,,,,,,7,US
IL,MARSEILLES,KMMO,MMO,74460,4122N,08840W,225,X,,,,M,,7,US
IL,MATTOON/CHARLEST,KMTO,MTO,,3928N,08816W,214,X,,,,A,,7,US
IL,METROPOLIS,KM30,M30,,3711N,08845W,117,X,,,,W,,7,US
IL,MOLINE/QUADCITY,KMLI,MLI,72544,4127N,09031W,184,X,,T,,A,,6,US
IL,MONEE,KC56,C56,,4123N,08741W,241,X,,,,W,,7,US
IL,MORRIS-WASHBURN,KC09,C09,,4126N,08825W,178,X,,,,W,,7,US
IL,MOUNTCARMEL,KAJG,AJG,,3837N,08744W,131,X,,,,W,,7,US
IL,MOUNTVERNON,KMVN,MVN,,3819N,08852W,146,X,,,,W,,7,US
IL,OLNEY-NOBLE,KOLY,OLY,,3843N,08811W,147,X,,,,W,,7,US
IL,PALWAUKEE,KPWK,PWK,,4207N,08754W,203,X,,,,A,,7,US
IL,PEORIA,KPIA,PIA,72532,4040N,08941W,205,X,,T,,A,,4,US
IL,PARIS,KPRG,PRG,,3942N,08740W,199,X,,,,W,,7,US
IL,PERU,KVYS,VYS,,4121N,08909W,199,X,,,,W,,7,US
IL,PITTSFIELD,KPPQ,PPQ,,3938N,09047W,216,X,,,,W,,7,US
IL,PONTIAC,KPNT,PNT,,4055N,08837W,201,X,,,,W,,7,US
IL,QUINCYMUNI/BALD,KUIN,UIN,,3957N,09112W,234,X,,U,,A,,6,US
IL,RANTOUL,KTIP,TIP,,4017N,08809W,225,X,,,,W,,7,US
IL,ROBINSONMUNI,KRSV,RSV,,3901N,08739W,141,X,,,,W,,7,US
IL,ROCKFORD,KRFD,RFD,72543,4212N,08906W,221,X,,T,,A,,4,US
IL,ROCHELLE/KORITZ,KRPJ,RPJ,,4153N,08905W,238,X,,,,W,,7,US
IL,ROMEOVILLE/CHI,KLOT,LOT,,4136N,08806W,205,X,X,,,W,F,5,US
IL,SALEM/LECKRONE,KSLO,SLO,,3839N,08858W,175,X,,,,W,,7,US
IL,SAVANNA/TRITOWN,KSFY,SFY,,4203N,09007W,188,X,,,,W,,7,US
IL,SCOTTAFB/BELLEV,KBLV,BLV,,3832N,08950W,138,X,,T,,,,1,US
IL,SPARTA,KSAR,SAR,,3809N,08942W,164,X,,,,W,,7,US
IL,SPRINGFIELD,KSPI,SPI,72439,3951N,08941W,181,X,,T,,A,,6,US
IL,STERLINGROCKFAL,KSQI,SQI,,4145N,08940W,197,X,,,,,,7,US
IL,TAYLORVILLE,KTAZ,TAZ,,3932N,08920W,190,X,,,,W,,7,US
IL,VANDALIA,KVLA,VLA,,3859N,08910W,164,X,,,,W,,7,US
IL,WAUKEGAN,KUGN,UGN,,4225N,08752W,222,X,,,,,,7,US
IL,WINCHESTERPROFI,,WNC,74556,3938N,09028W,170,,,,W,,,8,US
IL,CHICAGO,KCHI,CHI,,4200N,08753W,203,Z,,,,,,8,US
IL,GLENVIEWNAS,KNBU,NBU,,4205N,08749W,199,Z,,,,,,8,US
IL,LINCOLN,K3LC,3LC,,4010N,08920W,182,Z,,,,,,8,US
IL,RANTOUL,K2I5,2I5,,4018N,08809W,225,Z,,,,,,8,US
IL,ROCHELLE/KORITZ,K12C,12C,,4153N,08904W,238,Z,,,,,,8,US
IN,ANDERSONMUNICIP,KAID,AID,,4007N,08537W,280,X,,,,,,7,US
IN,ANGOLA,KANQ,ANQ,,4138N,08505W,303,X,,,,,,8,US
IN,AUBURNDEKALBC,KGWB,GWB,,4118N,08504W,269,X,,,,,,8,US
IN,BLOOMINGTON,KBMG,BMG,,3909N,08637W,257,X,,T,,A,,7,US
IN,COLUMBUS/BALKALA,KBAK,BAK,,3916N,08554W,200,X,,,,,,7,US
IN,DAVIESSCOUNTY,KDCY,DCY,,3842N,08708W,144,X,,,,,,8,US
IN,ELKHARTMUNICIPA,KEKM,EKM,,4143N,08600W,237,X,,,,,,7,US
IN,EVANSVILLE,KEVV,EVV,72432,3803N,08731W,117,X,,T,,A,,4,US
IN,EVANSVILLE,KVWX,VWX,,3816N,08743W,190,,X,,,,,6,US
IN,FORTWAYNE,KFWA,FWA,72533,4059N,08511W,248,X,,U,,A,,3,US
IN,GARYREGIONAL,KGYY,GYY,,4137N,08725W,180,X,,T,,,,4,US
IN,GOSHEN,KGSH,GSH,,4132N,08547W,252,X,,,,A,,7,US
IN,GRISSOMAFB/PERU,KGUS,GUS,,4038N,08609W,247,X,,T,,,,6,US
IN,HIMSELAAF,K1II,1II,,3920N,08602W,214,X,,,,,,7,US
IN,HUNTINGBURG,KHNB,HNB,,3815N,08657W,161,X,,,,,,7,US
IN,INDIANAPOLIS,KEYE,EYE,,3950N,08618W,248,X,,,,A,,7,US
IN,INDIANAPOLIS,KIND,IND,72438,3943N,08618W,241,X,X,U,,A,F,2,US
IN,INDIANAPOL/METRO,KUMP,UMP,,3956N,08603W,248,X,,,,W,,7,US
IN,INDIANAPOL/ARTCC,KZID,ZID,,3944N,08617W,243,,,A,,,,8,US
IN,INDIANAPOLISEXC,KTYQ,TYQ,,4002N,08615W,281,X,,,,W,,8,US
IN,INDIANAPOLISREG,KMQJ,MQJ,,3951N,08554W,263,X,,,,W,,8,US
IN,KNOXSTARKECTY,KOXI,OXI,,4120N,08640W,209,X,,,,,,8,US
IN,KOKOMO,KOKK,OKK,,4032N,08604W,253,X,,,,W,,8,US
IN,LAFAYETTE,KLAF,LAF,,4025N,08656W,182,X,,T,,A,,4,US
IN,LAFAYETTEVOR,KBVT,BVT,,4034N,08704W,182,,,V,,,,8,US
IN,LAPORTE,KPPO,PPO,,4134N,08644W,248,X,,,,,,8,US
IN,LOGANSPORT,KGGP,GGP,,4043N,08622W,225,X,,,,W,,8,US
IN,MARIONMUNI,KMZZ,MZZ,,4029N,08541W,262,X,,,,,,8,US
IN,MICHIGANCITY,KMGC,MGC,,4142N,08649W,200,X,,,,W,,8,US
IN,MUNCIE,KMIE,MIE,,4014N,08524W,285,X,,,,A,,7,US
IN,NORTHWEBSTER,KIWX,IWX,,4122N,08542W,293,,X,,,,,8,US
IN,POCKETCITYVOR,KPXV,PXV,,3756N,08746W,117,,,V,,,,8,US
IN,RENSSELAER,KRZL,RZL,,4057N,08711W,213,X,,,,W,,8,US
IN,ROCHESTER,KRCR,RCR,,4104N,08611W,241,X,,,,W,,8,US
IN,SHELBYVILLE,KGEZ,GEZ,,3935N,08548W,245,X,,,,A,,7,US
IN,SOUTHBEND,KSBN,SBN,72535,4142N,08619W,237,X,,T,,A,,4,US
IN,TERREHAUTE,KHUF,HUF,72437,3927N,08718W,179,X,,T,,A,,6,US
IN,TERREHAUTEVOR,KTTH,TTH,,3929N,08715W,179,,,V,,,,8,US
IN,VALPARAISO,KVPZ,VPZ,,4127N,08700W,231,X,,,,A,,7,US
IN,WARSAWMUNI,KASW,ASW,,4116N,08550W,259,X,,,W,,,8,US
IN,WOLCOTTPROFILER,,WLC,74466,4049N,08703W,212,,,,W,,,8,US
IN,BATESVILLE,KHLB,HLB,,3921N,08516W,200,Z,,,,,,8,US
IN,INDIANAPOLIS/EAG,KI14,I14,,3950N,08618W,251,Z,,,,,,8,US
IN,JEFFERSONPRVG,,MDN,74468,3850N,08525W,266,Z,,,,,,8,US
IN,SHELBYVILLE,K3SM,3SM,,3935N,08548W,245,Z,,,,,,8,US
KS,ALMA/TOPEKA,KTWX,TWX,,3900N,09614W,417,,X,,,,,8,US
KS,BURLINGTON,KUKL,UKL,,3818N,09544W,358,X,,,,W,,8,US
KS,CHANUTE,KCNU,CNU,,3740N,09529W,297,X,,T,,A,,6,US
KS,COFFEYVILLE,KCFV,CFV,,3705N,09534W,225,X,,,,A,,7,US
KS,CONCORDIA,KCNK,CNK,72458,3933N,09739W,447,X,,,,A,,7,US
KS,DODGECITY,KDDC,DDC,72451,3746N,09958W,789,X,X,T,X,A,F,0,US
KS,ELKHART,KEHA,EHA,72460,3700N,10154W,1099,X,,S,,W,,6,US
KS,EMPORIA,KEMP,EMP,,3820N,09612W,367,X,,,,A,,7,US
KS,FORTLEAVENWORTH,KFLV,FLV,,3922N,09455W,235,X,,,,,,7,US
KS,FTRILEY/MARSHAL,KFRI,FRI,72455,3902N,09646W,325,X,,T,,,,6,US
KS,GARDENCITY,KGCK,GCK,,3755N,10043W,877,X,,U,,A,,4,US
KS,GARNETT,KK68,K68,,3817N,09513W,301,X,,,,W,,7,US
KS,GOODLAND,KGLD,GLD,72465,3922N,10142W,1113,X,X,U,,A,F,3,US
KS,GREATBEND,KGBD,GBD,,3821N,09852W,575,X,,,,W,,7,US
KS,HARPER,K8K2,8K2,,3717N,09803W,445,X,,,,W,,7,US
KS,HAVILANDPROFILE,KHVL,HVL,74541,3739N,09906W,648,,,,W,,,8,US
KS,HAYSMUNI,KHYS,HYS,,3851N,09916W,609,X,,T,,,,4,US
KS,HILLCITY,KHLC,HLC,,3922N,09950W,669,X,,V,,A,,6,US
KS,HILLSBOROPROFIL,,HBR,74546,3817N,09717W,477,,,,W,,,8,US
KS,HILLSBORO,,,74547,3837N,09718W,477,,,,W,,,8,US
KS,HUTCHINSON,KHUT,HUT,,3804N,09752W,467,X,,T,,A,,6,US
KS,INDEPENDENCE,KIDP,IDP,,3710N,09547W,251,X,,,,W,,8,US
KS,JENNINGS,KJN8,JN8,,3941N,10018W,762,X,,,,W,,8,US
KS,LAWRENCE,KLWC,LWC,,3901N,09513W,253,X,,,,A,,7,US
KS,LEOTI/HOARDMEML,K3K7,3K7,,3827N,10121W,1007,X,,,,W,,7,US
KS,LIBERAL,KLBL,LBL,,3702N,10058W,879,X,,V,,W,,4,US
KS,MANHATTAN,KMHK,MHK,,3908N,09641W,317,X,,T,,A,,4,US
KS,MCCONNELLAFB,KIAB,IAB,,3737N,09716W,418,X,,T,,,,6,US
KS,MEDICINELODGE,KP28,P28,72452,3717N,09833W,469,X,,,,A,,7,US
KS,NEODESHAPROFILE,,NDS,74542,3722N,09537W,255,,,,W,,,8,US
KS,NEWALMELO,KAL8,AL8,,3936N,10007W,734,X,,,,W,,8,US
KS,NEWTON,KEWK,EWK,,3802N,09716W,467,X,,,,W,,7,US
KS,OLATHE/INDUSTRIA,KIXD,IXD,,3849N,09453W,342,X,,,,A,,7,US
KS,OLATHE/EXECUTIVE,KOJC,OJC,,3851N,09444W,326,X,,,,A,,7,US
KS,OSWEGO/VOR,KOSW,OSW,,3709N,09512W,283,,,V,,,,8,US
KS,PARSONS,KPPF,PPF,,3720N,09530W,274,X,,,,A,,7,US
KS,PITTSBURG,KPTS,PTS,,3727N,09444W,290,X,,,,,,8,US
KS,PRATTINDUST,KPTT,PTT,,3742N,09845W,595,X,,,,W,,8,US
KS,RUSSELL,KRSL,RSL,,3852N,09849W,567,X,,T,,A,,6,US
KS,SALINA,KSLN,SLN,,3847N,09739W,385,X,,U,,A,,6,US
KS,TOPEKA/FORBES,KFOE,FOE,,3856N,09539W,320,X,,T,,A,,6,US
KS,TOPEKA,KTOP,TOP,72456,3904N,09538W,268,X,,T,X,A,F,3,US
KS,WAKEENEY,KWK6,WK6,,3902N,09953W,752,X,,,,W,,7,US
KS,WICHITA,KICT,ICT,72450,3739N,09726W,407,X,X,U,,A,F,3,US
KS,WICHITA/JABARA,KAAO,AAO,,3745N,09713W,434,X,,,,A,,7,US
KS,WINFIELD/ARKANSA,KWLD,WLD,,3710N,09702W,350,X,,,,A,,7,US
KS,ELKHART,K1K5,1K5,,3700N,10153W,1102,Z,,,,,,8,US
KS,SMOKEYHILLGUN,,,74545,3839N,09748W,422,Z,,,,,,8,US
KS,WICHITA/JABARA,K3KM,3KM,,3745N,09713W,433,Z,,,,,,8,US
KS,OBERLIN,KOIN,OIN,,3950N,10032W,824,X,,,,W,,9,US
KS,SYRACUSE,K3K3,3K3,,3800N,10145W,1013,X,,,,W,,9,US
KS,NORTON,KNRN,NRN,,3951N,09954W,727,X,,,,W,,9,US
KS,TRIBUNE,KTRB,TRB,,3827N,10145W,1103,X,,,,W,,9,US
KS,COLBY,KCBK,CBK,,3926N,10103W,971,X,,,,W,,9,US
KS,GRINNELL,KGNL,GNL,,3908N,10037W,887,X,,,,W,,9,US
KS,HOXIE,KHOX,HOX,,3922N,10026W,833,X,,,,W,,9,US
KS,PHILLIPSBURG,KPHG,PHG,,3944N,09919W,582,X,,,,W,,9,US
KS,HERNDON,KHD7,HD7,,3955N,10050W,814,X,,,,W,,9,US
KS,LOGAN,KLG5,LG5,,3940N,09934W,597,X,,,,W,,9,US
KS,STFRANCIS,KSYF,SYF,,3946N,10148W,1025,X,,,,W,,9,US
KS,ABILENE,KK78,K78,,3854N,09714W,352,X,,,,W,,9,US
KS,ELLSWORTH,K9K7,9K7,,3845N,09814W,492,X,,,,W,,9,US
KS,EUREKA,K13K,13K,,3751N,09618W,369,X,,,,W,,9,US
KS,FORTSCOTT,KFSK,FSK,,3748N,09446W,280,X,,,,W,,9,US
KS,HUGOTON,KHQG,HQG,,3710N,10122W,956,X,,,,W,,9,US
KS,JOHNSON,K2K3,2K3,,3735N,10144W,1013,X,,,,W,,9,US
KS,KINGMAN,K9K8,9K8,,3740N,09807W,490,X,,,,W,,9,US
KS,MCPHERSON,KMPR,MPR,,3821N,09741W,457,X,,,,W,,9,US
KS,OAKLEY,KOEL,OEL,,3907N,10049W,929,X,,,,W,,9,US
KS,SCOTTCITY,KTQK,TQK,,3828N,10053W,904,X,,,,W,,9,US
KS,SMITHCENTER,KK82,K82,,3946N,09848W,549,X,,,,W,,9,US
KS,ULYSSES,KULS,ULS,,3736N,10122W,936,X,,,,W,,9,US
KS,WELLINGTON,KEGT,EGT,,3719N,09723W,390,X,,,,W,,9,US
KY,BIGSANDYRGNL,KSJS,SJS,,3745N,08238W,372,X,,T,,,,8,US
KY,BOWLINGGREE,KBWG,BWG,,3658N,08625W,168,X,,U,,A,,4,US
KY,COVINGTON,KCVG,CVG,72421,3903N,08440W,269,X,,U,,A,,0,US
KY,DANVILLE,KDVK,DVK,,3735N,08446W,312,X,,,,W,,8,US
KY,HOPKINTON/FCAMB,KHPX,HPX,,3644N,08717W,176,,X,,,,,8,US
KY,HOPKINSVILLE,KHOP,HOP,74671,3640N,08730W,174,X,,T,,,,6,US
KY,FALMOUTH,KK62,K62,,3842N,08424W,274,X,,,,W,,8,US
KY,FORTKNOX/88D,KLVX,LVX,,3759N,08557W,219,,X,,,,,8,US
KY,FORTKNOX/GODMAN,KFTK,FTK,72424,3753N,08558W,230,X,,T,,,,6,US
KY,FRANKFORT,KFFT,FFT,,3811N,08454W,236,X,,,,A,,7,US
KY,GLASGOW,KGLW,GLW,,3702N,08557W,218,X,,,,W,,8,US
KY,HARLAN,KI35,I35,,3652N,08322W,473,X,,,,W,,8,US
KY,HENDERSONCITY,KEHR,EHR,,3749N,08740W,117,X,,,,,,7,US
KY,LEXINGTON,KLEX,LEX,72422,3802N,08436W,300,X,,T,,A,,4,US
KY,LONDON,KLOZ,LOZ,72329,3705N,08404W,362,X,,U,,A,,6,US
KY,LOUISVILLE,KSDF,SDF,72423,3811N,08544W,146,X,,T,,A,,6,US
KY,LOUISVILLE/BOWMN,KLOU,LOU,,3813N,08540W,164,X,,,,A,,3,US
KY,LOUISVILLE/WFO,KLMK,LMK,,3814N,08540W,166,X,,,,,F,8,US
KY,LOUISVILLEVOR,KIIU,IIU,,3806N,08535W,219,,,V,,,,8,US
KY,MADISONVILLE,K2I0,2I0,,3721N,08724W,134,X,,,,W,,8,US
KY,MARION,K5M9,5M9,,3720N,08807W,199,X,,,,W,,8,US
KY,MAYFIELD,KM25,M25,,3646N,08835W,160,X,,,,W,,8,US
KY,MIDDLESBORO-BELL,K1A6,1A6,,3637N,08344W,352,X,,,,,,8,US
KY,MONTICELLO/WAYNE,KEKQ,EKQ,,3651N,08451W,294,X,,,,A,,7,US
KY,MOREHEAD,KM97,M97,,3813N,08335W,313,X,,,,,,9,US
KY,MOUNTSTERLING,KIOB,IOB,,3803N,08359W,311,X,,,,,,8,US
KY,MURRAYKYLE-OAK,KCEY,CEY,,3640N,08822W,176,X,,,,W,,8,US
KY,NOCTOR/JACKSON,KJKL,JKL,,3736N,08319W,416,X,X,T,,A,F,5,US
KY,OWENSBORO/DAVIES,KOWB,OWB,,3743N,08710W,124,X,,T,,,,7,US
KY,PADUCAH,KPAH,PAH,72435,3704N,08846W,119,X,X,T,,A,F,3,US
KY,RICHMOND/MADISON,KI39,I39,,3738N,08420W,306,X,,,,,,8,US
KY,SOMERSET,KSME,SME,,3703N,08437W,283,X,,T,,W,,7,US
KY,TOMPKINSVILLE,KTZV,TZV,,3644N,08539W,316,X,,,,W,,7,US
KY,ELIZABETH,KEKX,EKX,,3743N,08552W,230,Z,,,,,,8,US
KY,HENDERSONCITY,KI26,I26,,3749N,08740W,117,Z,,,,,,8,US
KY,PIKEVILLE(RAMOS,K5I3,5I3,72413,3728N,08231W,446,Z,,,,,,8,US
KY,PRESTONBURG,KK22,K22,,3745N,08238W,372,Z,,,,,,8,US
LA,ABBEVILLECCMEM,KIYA,IYA,,2959N,09205W,5,X,,,,A,,8,US
LA,ALEXANDRIA,KAEX,AEX,74754,3120N,09234W,27,X,,U,,A,,6,US
LA,ALEXANDRIA,KESF,ESF,,3124N,09217W,28,X,,T,,A,,6,US
LA,AMELIA/LAKEPALO,K7R3,7R3,,2941N,09105W,2,X,,,,,,8,US
LA,AUDUBONPARK,KAUD,AUD,,2956N,09008W,2,X,,,,,,7,US
LA,BARKSDALEAFB,KBAD,BAD,,3230N,09340W,51,X,,T,,,,6,US
LA,BASTROPMOREHOUS,KBQP,BQP,,3245N,09153W,51,X,,,,W,,8,US
LA,BATONROUGE,KBTR,BTR,,3032N,09109W,21,X,,U,,A,,4,US
LA,BOGALUSACARRF,KBXA,BXA,,3049N,08952W,36,X,,,,W,,8,US
LA,BOOTHVILLE,KBVE,BVE,72232,2919N,08924W,1,X,,T,,,,8,US
LA,CAMERONHELIPORT,K7R5,7R5,,2946N,09317W,1,X,,,,W,,8,US
LA,CHENAULT/LKCHAS,KCWF,CWF,,3013N,09309W,4,X,,,,,,7,US
LA,DEQUINCEYINDAR,K5R8,5R8,,3026N,09328W,24,X,,,,,,7,US
LA,DERIDDER/FSS,KDRI,DRI,,3050N,09320W,63,X,,,,W,,8,US
LA,EUGENEIS330,K3B6,3B6,,2814N,09141W,1,X,,,,W,,8,US
LA,FORTPOLKFR,KPOE,POE,72239,3103N,09312W,101,X,X,T,,,,4,US
LA,PEASONRIDG/POLK,KAQV,AQV,,3124N,09318W,111,X,,,,,,8,US
LA,FULLERTON/POLK,KBKB,BKB,,3100N,09255W,94,X,,,,,,8,US
LA,SELFSTRIP/POLK,KDNK,DNK,,3107N,09309W,114,X,,,,,,8,US
LA,FOURCHON(SAWRS),K9F2,9F2,,2906N,09012W,2,X,,,,W,,8,US
LA,PORTFOURCHON,KXPY,XPY,,2907N,09012W,2,X,,,,W,,8,US
LA,GALLIANO,KGAO,GAO,,2927N,09016W,1,X,,,,W,,8,US
LA,GALLIANOHELIPRT,K2GL,2GL,,2925N,09018W,3,X,,,,W,,8,US
LA,GRANDISLE(SAWR,KAXO,AXO,99429,2915N,08958W,2,X,,,,,,7,US
LA,GRANDISLE(VOR),KLEV,LEV,,2911N,09006W,2,,,V,,,,8,US
LA,GREENCANYON184,KXCN,XCN,,2746N,09131W,1,X,,,,,,7,US
LA,GREENCANYON52,K28K,28K,,2753N,09130W,1,X,,,,,,7,US
LA,HAMMOND,KHDC,HDC,,3031N,09025W,13,X,,T,,W,,7,US
LA,HIGHISLAND334A,KH02,H02,,2806N,09324W,30,X,,,,,,7,US
LA,HIGHIS.264C,KH08,H08,,2828N,09344W,30,X,,,,,,7,US
LA,OFFSHORE,KH78,H78,,2811N,08829W,43,X,,,,,,8,US
LA,HOUMATERREBONNE,KHUM,HUM,,2934N,09040W,3,X,,T,,,,7,US
LA,INTRACOASTALCIT,K7R4,7R4,,2946N,09207W,5,X,,,,W,,8,US
LA,JENNINGS,K3R7,3R7,,3015N,09240W,7,X,,,,,,8,US
LA,LAFAYETTE,KLFT,LFT,,3012N,09200W,11,X,,T,,A,,6,US
LA,LAKECHARLES,KLCH,LCH,72240,3008N,09313W,4,X,X,U,X,A,F,3,US
LA,MINDEN,KMNE,MNE,,3239N,09318W,85,X,,,,W,,8,US
LA,MONROE,KMLU,MLU,,3231N,09202W,29,X,,U,,A,,6,US
LA,NATCHITOCHES,KIER,IER,,3144N,09306W,37,X,,,,,,7,US
LA,NEWIBERIA,KARA,ARA,,3002N,09153W,18,X,,T,,A,,7,US
LA,NEWORLEANS/LAKE,KNEW,NEW,,3003N,09002W,3,X,,T,,A,,1,US
LA,NEWORLEANSNAS,KNBG,NBG,,2949N,09001W,1,X,,T,,,,6,US
LA,NEWORLEANS/INTL,KMSY,MSY,72231,3000N,09015W,5,X,,T,,A,,0,US
LA,NEWROADS,KHZR,HZR,,3043N,09129W,12,X,,,,W,,8,US
